image,annotated image,flag,username,timestamp
C:\Users\Nadun kumarasinghe\Documents\GitHub\layoutlmv3\gradio_demo_script\wildreceipt\flagged\image\d73e68a2c4eff86992e09362611c963090f47af1\tmploomr1dt.jpg,C:\Users\Nadun kumarasinghe\Documents\GitHub\layoutlmv3\gradio_demo_script\wildreceipt\flagged\annotated image\b9c3e8e69c8c45b2cf186905d860596943206145\tmp53ezmd4t.png,,,2023-09-01 03:21:11.706071
